Algorithm,Candidate Type,Covering Radius,Dataset,Distance Cache Reused,Distance Metric,Evaluation,Experiment Name,Feature Normalization,Final Percentage,First Center Position,Fitness,Generated Subsets,Initial Center Strategy,Model,Order Cache Reused,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Selection Duration Seconds,Selection Scope,Split Seed,Target Metric,Training Seed,Uses Class Labels For Selection,Uses Validation For Selection
KCG,global_k_center_greedy,65.02300148913652,TINYIMAGENET,True,squared_euclidean,0,main_global_kcg_tinyimagenet_alexnet_all,none,0.1,2507,,1,seeded_random_global_instance,alexnet,False,0.1,TINYIMAGENET_alexnet_KCG_accuracy_kp1000_seed1024,1024,8000,11.2142483741045,global,42,accuracy,101024,False,False
