Accepted,Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Current Fitness,Current Fitness Before,Current Solution ID After,Current Solution ID Before,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Hamming Distance,Improved Best,Initial Percentage,Model,Neighbor Swaps,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
True,LS,0.97125,1,1,initial,0.97125,,1,,MNIST,1,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.97125,0,True,0.75,efficientnetv2,0,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,1,42,accuracy,100123,0.97125,9,0.09213973775754372,28.876739595085382,10,0.09213973775754372,valid,0.9708000054866401,0.9707153564699735,0.9709509918993436,100123
True,LS,0.9713333333333334,2,2,neighbor,0.9713333333333334,0.97125,2,1,MNIST,2,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9713333333333334,20,True,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,2,42,accuracy,100123,0.9713333333333334,10,0.09418255423506101,28.82133848965168,10,0.09418255423506101,valid,0.9708840811367916,0.9710906451031018,0.9709085986190858,100123
True,LS,0.9721666666666666,3,3,neighbor,0.9721666666666666,0.9713333333333334,3,2,MNIST,3,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9721666666666666,20,True,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,3,42,accuracy,100123,0.9721666666666666,10,0.09249386341311037,28.93841209076345,10,0.09249386341311037,valid,0.9717384227055479,0.9718427038178122,0.9717220349404462,100123
True,LS,0.9725,4,4,neighbor,0.9725,0.9721666666666666,4,3,MNIST,4,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9725,20,True,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,4,42,accuracy,100123,0.9725,10,0.09119727876906594,29.019513314589858,10,0.09119727876906594,valid,0.9721552261978121,0.9722537798214059,0.9721419663599123,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,5,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.97175,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,5,42,accuracy,100123,0.97175,10,0.09182117813639343,28.93868682719767,10,0.09182117813639343,valid,0.9713633391819725,0.9713353238419129,0.971459780055401,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,6,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9706666666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,6,42,accuracy,100123,0.9706666666666667,9,0.09267392458145818,28.940684901550412,10,0.09267392458145818,valid,0.9702018661652296,0.9701811248758947,0.9703450313055834,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,7,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9698333333333333,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,7,42,accuracy,100123,0.9698333333333333,10,0.09482786528207361,28.948260568082333,10,0.09482786528207361,valid,0.9694344798740918,0.9695594617039612,0.9695797217514095,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,8,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9714166666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,8,42,accuracy,100123,0.9714166666666667,9,0.09362311466224492,29.103483328595757,10,0.09362311466224492,valid,0.9709774269201841,0.9709576722654052,0.9710996574223291,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,9,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9705,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,9,42,accuracy,100123,0.9705,10,0.0944810402256747,29.115236204117537,10,0.0944810402256747,valid,0.9700226060475309,0.9704147214530817,0.9698818525561785,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,10,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9719166666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,10,42,accuracy,100123,0.9719166666666667,9,0.09330397387842337,29.013992357999086,10,0.09330397387842337,valid,0.9714824211423652,0.971532839304935,0.9715503486860187,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,11,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9709166666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,11,42,accuracy,100123,0.9709166666666667,10,0.09191289252539475,28.868259923532605,10,0.09191289252539475,valid,0.9704191661579962,0.9706058432393159,0.9703272935835521,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,12,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9709166666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,12,42,accuracy,100123,0.9709166666666667,9,0.09415767143294215,29.022560223937035,10,0.09415767143294215,valid,0.970474548679128,0.9705652538134621,0.9704567288453416,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,13,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9711666666666666,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,13,42,accuracy,100123,0.9711666666666666,10,0.0938601333561043,29.021022291854024,10,0.0938601333561043,valid,0.9706618491694281,0.9711460866278484,0.9704373348464724,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,14,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9718333333333333,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,14,42,accuracy,100123,0.9718333333333333,10,0.09169939726032317,29.056352227926254,10,0.09169939726032317,valid,0.9713769244305723,0.9713112426264653,0.9716166320258308,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,15,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.972,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,15,42,accuracy,100123,0.972,10,0.09240287193407615,29.055229177698493,10,0.09240287193407615,valid,0.9715471723764907,0.9715882562244204,0.9716282877689846,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,16,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9719166666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,16,42,accuracy,100123,0.9719166666666667,10,0.09136854318715631,28.980756379663944,10,0.09136854318715631,valid,0.9715058489389709,0.9716243841610552,0.9714414243896089,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,17,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9710833333333333,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,17,42,accuracy,100123,0.9710833333333333,10,0.09225377533460657,28.885733110830188,10,0.09225377533460657,valid,0.9706451990960865,0.9708416033259741,0.9705345002273006,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,18,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9724166666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,18,42,accuracy,100123,0.9724166666666667,10,0.09190787127924462,28.99264047294855,10,0.09190787127924462,valid,0.9720080648256285,0.9722521182265919,0.9719136929925195,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,19,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.971,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,19,42,accuracy,100123,0.971,10,0.09345826256771883,28.851130602881312,10,0.09345826256771883,valid,0.970577735151692,0.9708560076777981,0.9704442621167061,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,20,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.97125,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,20,42,accuracy,100123,0.97125,10,0.09331259299442173,29.05731888115406,10,0.09331259299442173,valid,0.9707774584268615,0.971292928302393,0.9705053527266335,100123
False,LS,0.9725,4,4,neighbor,0.9725,0.9725,4,4,MNIST,21,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9708333333333333,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,21,42,accuracy,100123,0.9708333333333333,10,0.09427849494852125,28.872155798599124,10,0.09427849494852125,valid,0.9703816863159289,0.9705143579094218,0.9704483704723461,100123
True,LS,0.97275,22,22,neighbor,0.97275,0.9725,22,4,MNIST,22,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.97275,20,True,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,22,42,accuracy,100123,0.97275,9,0.09094351953205963,29.02318217791617,10,0.09094351953205963,valid,0.9723231952331861,0.9723017580374668,0.9723824898726823,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,23,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.971,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,23,42,accuracy,100123,0.971,10,0.09130811558229228,28.852411206811666,10,0.09130811558229228,valid,0.9705380966539578,0.9707534685132716,0.9704295796414482,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,24,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9716666666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,24,42,accuracy,100123,0.9716666666666667,9,0.09204947617650032,29.053011359646916,10,0.09204947617650032,valid,0.9712179032946542,0.9711471974594236,0.9714471421034195,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,25,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9726666666666667,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,25,42,accuracy,100123,0.9726666666666667,10,0.08977174595060448,28.938777897506952,10,0.08977174595060448,valid,0.9722458716302759,0.97219967760545,0.9723630959538061,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,26,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9703333333333334,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,26,42,accuracy,100123,0.9703333333333334,10,0.09298857658542693,29.041075598448515,10,0.09298857658542693,valid,0.9698804066458611,0.970231146460643,0.9697047948137744,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,27,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9725,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,27,42,accuracy,100123,0.9725,10,0.09135878061999878,29.013687700033188,10,0.09135878061999878,valid,0.972107580144629,0.9722546248759893,0.9720137070971491,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,28,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.9720833333333333,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,28,42,accuracy,100123,0.9720833333333333,9,0.09203601250362893,29.185863826423883,10,0.09203601250362893,valid,0.9716953077570023,0.9717010969706813,0.9717568478196256,100123
False,LS,0.97275,22,22,neighbor,0.97275,0.97275,22,22,MNIST,29,prelim_features_mnist_efficientnetv2_LS_kp75,0.75,0.97175,20,False,0.75,efficientnetv2,10,0.75,MNIST_efficientnetv2_LS_accuracy_kp7500_seed123,123,36000,29,42,accuracy,100123,0.97175,10,0.09154352703876793,28.931083358824253,10,0.09154352703876793,valid,0.9713510033440228,0.9713881404097016,0.9713712070133103,100123
