Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Improved Best,Initial Percentage,Model,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
RS,0.7674,1,1,random,CIFAR10,1,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7674,True,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,1,42,accuracy,100042,0.7674,4,0.6571664136886597,6.504768960177898,10,0.6571664136886597,valid,0.7679688887208254,0.7722099256462458,0.7674,100042
RS,0.7683,2,2,random,CIFAR10,2,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7683,True,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,2,42,accuracy,100042,0.7683,3,0.6705276638031006,5.6413092985749245,10,0.6705276638031006,valid,0.7672856529337417,0.7692909441006928,0.7683,100042
RS,0.7688,3,3,random,CIFAR10,3,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7688,True,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,3,42,accuracy,100042,0.7688,3,0.6594803457736969,5.653741464018822,10,0.6594803457736969,valid,0.7685957643182726,0.7709492308616024,0.7687999999999999,100042
RS,0.7742,4,4,random,CIFAR10,4,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7742,True,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,4,42,accuracy,100042,0.7742,4,0.6623416124820709,5.667660281062126,10,0.6623416124820709,valid,0.7732248755317754,0.7782677263725604,0.7742,100042
RS,0.7742,4,4,random,CIFAR10,5,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7694,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,5,42,accuracy,100042,0.7694,5,0.6713914436340332,5.6413475796580315,10,0.6713914436340332,valid,0.7685654479625248,0.7717437790455326,0.7694,100042
RS,0.7742,4,4,random,CIFAR10,6,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7682,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,6,42,accuracy,100042,0.7682,3,0.6671045210838318,5.6520925387740135,10,0.6671045210838318,valid,0.7680366455938666,0.7696004624849387,0.7682,100042
RS,0.7742,4,4,random,CIFAR10,7,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7716,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,7,42,accuracy,100042,0.7716,4,0.6609307138442994,5.6595535054802895,10,0.6609307138442994,valid,0.771434608047688,0.7731769915324483,0.7716000000000001,100042
RS,0.7753,8,8,random,CIFAR10,8,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7753,True,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,8,42,accuracy,100042,0.7753,5,0.6666222560405731,5.62009883671999,10,0.6666222560405731,valid,0.7751204316831107,0.7803111191873048,0.7753,100042
RS,0.7753,8,8,random,CIFAR10,9,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7674,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,9,42,accuracy,100042,0.7674,3,0.6697079975128174,5.652068614959717,10,0.6697079975128174,valid,0.7665195011387531,0.7725841036583349,0.7674000000000001,100042
RS,0.7815,10,10,random,CIFAR10,10,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7815,True,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,10,42,accuracy,100042,0.7815,4,0.6612616829872131,5.622099697589874,10,0.6612616829872131,valid,0.7815689385154211,0.7827326274895205,0.7815000000000001,100042
RS,0.7815,10,10,random,CIFAR10,11,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7761,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,11,42,accuracy,100042,0.7761,3,0.6518496431350708,5.570836640894413,10,0.6518496431350708,valid,0.7743875172161829,0.7771746303206533,0.7761,100042
RS,0.7815,10,10,random,CIFAR10,12,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7712,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,12,42,accuracy,100042,0.7712,4,0.6668429217338562,5.594061516225338,10,0.6668429217338562,valid,0.7694194356963986,0.773171895257304,0.7712,100042
RS,0.7815,10,10,random,CIFAR10,13,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7671,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,13,42,accuracy,100042,0.7671,3,0.6722656935214997,5.631834551692009,10,0.6722656935214997,valid,0.7669514847480807,0.7692607484412506,0.7670999999999999,100042
RS,0.7815,10,10,random,CIFAR10,14,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.772,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,14,42,accuracy,100042,0.772,3,0.6614391211986542,5.629455454647541,10,0.6614391211986542,valid,0.7714013809828456,0.7729747748248521,0.772,100042
RS,0.7815,10,10,random,CIFAR10,15,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7682,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,15,42,accuracy,100042,0.7682,3,0.6646424921035766,5.577814839780331,10,0.6646424921035766,valid,0.765978177565723,0.7690238485975581,0.7682,100042
RS,0.7815,10,10,random,CIFAR10,16,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7651,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,16,42,accuracy,100042,0.7651,4,0.689079718208313,5.5793666690588,10,0.689079718208313,valid,0.7646316091670513,0.7675173681839021,0.7651000000000001,100042
RS,0.7815,10,10,random,CIFAR10,17,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7766,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,17,42,accuracy,100042,0.7766,5,0.6729047229766846,5.568169020116329,10,0.6729047229766846,valid,0.7753888780546967,0.7771276341470514,0.7766,100042
RS,0.7815,10,10,random,CIFAR10,18,main_b1000_cifar10_alexnet_RS_kp10_seed42,0.1,0.7705,False,0.1,alexnet,0.1,CIFAR10_alexnet_RS_accuracy_kp1000_seed42,42,4000,18,42,accuracy,100042,0.7705,3,0.6654661182403564,5.527969270944595,10,0.6654661182403564,valid,0.7702151084668896,0.7736945932305892,0.7705,100042
