Accepted,Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Current Fitness,Current Fitness Before,Current Solution ID After,Current Solution ID Before,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Hamming Distance,Improved Best,Initial Percentage,Model,Neighbor Swaps,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
True,LS,0.9639166666666666,1,1,initial,0.9639166666666666,,1,,MNIST,1,prelim_features_mnist_resnext_LS_kp25,0.25,0.9639166666666666,0,True,0.25,resnext,0,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,1,42,accuracy,100456,0.9639166666666666,10,0.12575654665877423,13.15502836741507,10,0.12575654665877423,valid,0.9632410476125418,0.963449894848481,0.9631581705273439,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,2,prelim_features_mnist_resnext_LS_kp25,0.25,0.9621666666666666,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,2,42,accuracy,100456,0.9621666666666666,10,0.12775613264987867,13.206654539331794,10,0.12775613264987867,valid,0.9615773717062795,0.9619625904456768,0.9613896419479214,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,3,prelim_features_mnist_resnext_LS_kp25,0.25,0.9635833333333333,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,3,42,accuracy,100456,0.9635833333333333,10,0.12821167537321648,12.994523210451007,10,0.12821167537321648,valid,0.9630069690781038,0.9632728575801014,0.9629518882799918,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,4,prelim_features_mnist_resnext_LS_kp25,0.25,0.96225,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,4,42,accuracy,100456,0.96225,10,0.130246752033631,12.963485704734921,10,0.130246752033631,valid,0.9615498012300279,0.9619573773924228,0.9615689215157872,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,5,prelim_features_mnist_resnext_LS_kp25,0.25,0.9635,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,5,42,accuracy,100456,0.9635,10,0.12660655682782332,12.91473077237606,10,0.12660655682782332,valid,0.9628951057792531,0.9630512309274625,0.9629386939243811,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,6,prelim_features_mnist_resnext_LS_kp25,0.25,0.96375,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,6,42,accuracy,100456,0.96375,10,0.12672849414249263,12.925931837409735,10,0.12672849414249263,valid,0.9631774396070322,0.9635442175784327,0.962939163877472,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,7,prelim_features_mnist_resnext_LS_kp25,0.25,0.96325,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,7,42,accuracy,100456,0.96325,10,0.12758152921497823,12.936953948810697,10,0.12758152921497823,valid,0.9626276796523768,0.9628551037494907,0.962573659667812,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,8,prelim_features_mnist_resnext_LS_kp25,0.25,0.9618333333333333,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,8,42,accuracy,100456,0.9618333333333333,10,0.12808090229580799,13.026593651622534,10,0.12808090229580799,valid,0.9612115405982976,0.9616953979933577,0.9610369585098825,100456
False,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,1,1,MNIST,9,prelim_features_mnist_resnext_LS_kp25,0.25,0.9628333333333333,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,9,42,accuracy,100456,0.9628333333333333,10,0.12930100550999243,12.933780709281564,10,0.12930100550999243,valid,0.9622674564666042,0.9624893525035336,0.9622596528541758,100456
True,LS,0.9639166666666666,1,1,neighbor,0.9639166666666666,0.9639166666666666,10,1,MNIST,10,prelim_features_mnist_resnext_LS_kp25,0.25,0.9639166666666666,20,False,0.25,resnext,10,0.25,MNIST_resnext_LS_accuracy_kp2500_seed456,456,12000,10,42,accuracy,100456,0.9639166666666666,10,0.12732337973763547,12.896288586780429,10,0.12732337973763547,valid,0.9633337398332632,0.9633615308974525,0.9634166017942439,100456
