experiment_name,configuration_fingerprint,run_id,algorithm,dataset,model,target_metric,metric_averaging,keep_percentage,selected_instances,selected_percentage,total_instances,search_seed,training_seed,split_seed,max_evaluations,evaluations_done,generated_subsets,uses_validation_for_selection,selection_strategy,best_fitness,search_duration_seconds,population_size,tournament_size,mutation_probability,mutation_fraction,local_search_num_swaps,memetic_local_search_probability,memetic_local_search_steps,memetic_local_search_num_swaps,batch_size,num_epochs,learning_rate,weight_decay,validation_fraction,pretrained,freeze_backbone,deterministic_algorithms,device,status,error
main_b1000_tinyimagenet_alexnet_GEN_kp10_seed42,7718f23543335f5204259c96f769627cb419232b7fac056d81745f84316a0675,TINYIMAGENET_alexnet_GEN_accuracy_kp1000_seed42,GEN,TINYIMAGENET,alexnet,accuracy,macro,0.1,8000,0.1,80000,42,100042,42,1000,1000,1000,True,validation_guided_search,0.4266,11956.796051435173,10,3,0.1,0.05,10,0.2,10,5,32,10,0.001,0.0,0.2,True,True,True,cuda,completed,
