Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Crossover Hamming Parent 1,Crossover Hamming Parent 2,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Generation,Improved Best,Initial Percentage,Local Current Solution ID After,Local Current Solution ID Before,Local Fitness After,Local Fitness Before,Local Search Accepted,Local Search Applied,Local Search Hamming Distance,Local Search Origin Evaluation,Local Search Origin Solution ID,Local Search Step,Model,Mutation Applied,Mutation Hamming Distance,Mutation Swaps,Offspring Number,Parent 1 Fitness,Parent 1 ID,Parent 1 Index,Parent 2 Fitness,Parent 2 ID,Parent 2 Index,Parent Hamming Distance,Population Slot,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
MEM,0.9725,1,1,initial,,,MNIST,1,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9725,0,True,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,1,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,1,42,accuracy,100042,0.9725,10,0.09047946172828476,35.16606570035219,10,0.09047946172828476,valid,0.9719594411809528,0.9723258881367863,0.9719478367492291,100042
MEM,0.9730833333333333,2,2,initial,,,MNIST,2,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9730833333333333,0,True,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,2,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,2,42,accuracy,100042,0.9730833333333333,8,0.0894871948727717,34.41974183730781,10,0.0894871948727717,valid,0.9725990924449173,0.9726424661602182,0.9726782162133656,100042
MEM,0.9730833333333333,2,2,initial,,,MNIST,3,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9726666666666667,0,False,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,3,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,3,42,accuracy,100042,0.9726666666666667,10,0.08806309639289975,34.444841146469116,10,0.08806309639289975,valid,0.9722766840680702,0.9722789665839706,0.9724662970243132,100042
MEM,0.9730833333333333,2,2,initial,,,MNIST,4,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9708333333333333,0,False,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,4,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,4,42,accuracy,100042,0.9708333333333333,9,0.09054304206681749,34.29848618246615,10,0.09054304206681749,valid,0.9703409520511306,0.9704475975639291,0.9703740692401155,100042
MEM,0.9735,5,5,initial,,,MNIST,5,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9735,0,True,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,5,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,5,42,accuracy,100042,0.9735,10,0.0860480596696337,34.35468104481697,10,0.0860480596696337,valid,0.9730514063035809,0.972951655534078,0.9733222207091918,100042
MEM,0.9735,5,5,initial,,,MNIST,6,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9731666666666666,0,False,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,6,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,6,42,accuracy,100042,0.9731666666666666,9,0.08778113679215312,34.13548058643937,10,0.08778113679215312,valid,0.972743240268765,0.9727398555353929,0.9728403061130917,100042
MEM,0.97425,7,7,initial,,,MNIST,7,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.97425,0,True,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,7,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,7,42,accuracy,100042,0.97425,10,0.08655063073647519,34.24227508530021,10,0.08655063073647519,valid,0.9738727939275835,0.9739295344043282,0.9738826557997342,100042
MEM,0.97425,7,7,initial,,,MNIST,8,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9720833333333333,0,False,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,8,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,8,42,accuracy,100042,0.9720833333333333,10,0.0880226428968211,34.270721612498164,10,0.0880226428968211,valid,0.9716003290330887,0.9719880971238497,0.971391454830725,100042
MEM,0.97425,7,7,initial,,,MNIST,9,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.97375,0,False,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,9,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,9,42,accuracy,100042,0.97375,10,0.0847844839921842,34.44501347839832,10,0.0847844839921842,valid,0.9733414270173869,0.9732931995098048,0.9734642289438913,100042
MEM,0.97425,7,7,initial,,,MNIST,10,prelim_features_mnist_efficientnetv2_MEM_kp90,0.9,0.9735,0,False,0.9,,,,,,False,0,,,0,efficientnetv2,False,0,0,,,,,,,,,10,0.9,MNIST_efficientnetv2_MEM_accuracy_kp9000_seed42,42,43200,10,42,accuracy,100042,0.9735,10,0.08445185794184605,34.25662753731012,10,0.08445185794184605,valid,0.9730848660284794,0.9731252932102785,0.9730776878254254,100042
