experiment_name,configuration_fingerprint,run_id,algorithm,dataset,model,target_metric,metric_averaging,keep_percentage,selected_instances,selected_percentage,total_instances,search_seed,training_seed,split_seed,max_evaluations,evaluations_done,generated_subsets,uses_validation_for_selection,selection_strategy,best_fitness,search_duration_seconds,population_size,tournament_size,mutation_probability,mutation_fraction,local_search_num_swaps,memetic_local_search_probability,memetic_local_search_steps,memetic_local_search_num_swaps,batch_size,num_epochs,learning_rate,weight_decay,validation_fraction,pretrained,freeze_backbone,deterministic_algorithms,device,status,error
main_b1000_cifar10_alexnet_GEN_kp10_seed123,eafb9055a54a3f06f37581bf1cf9fe7696434c4dd5a0a1d2f518a798fecd7924,CIFAR10_alexnet_GEN_accuracy_kp1000_seed123,GEN,CIFAR10,alexnet,accuracy,macro,0.1,4000,0.1,40000,123,100123,42,1000,1000,1000,True,validation_guided_search,0.7858,5770.759841404855,10,3,0.1,0.05,10,0.2,10,5,32,10,0.001,0.0,0.2,True,True,True,cuda,completed,
