Algorithm,Candidate Type,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Generated Subsets,Model,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Selection Duration Seconds,Split Seed,Target Metric,Training Seed,Uses Validation For Selection
SRS,single_stratified_random_sample,CIFAR10,0,main_full100_zeus_cifar10_alexnet,0.1,,1,alexnet,0.1,CIFAR10_alexnet_SRS_accuracy_kp1000_seed1024,1024,4000,0.01714344322681427,42,accuracy,101024,False
