Algorithm,Candidate Type,Covering Radius,Dataset,Distance Cache Reused,Distance Metric,Evaluation,Experiment Name,Feature Normalization,Final Percentage,First Center Position,Fitness,Generated Subsets,Initial Center Strategy,Model,Order Cache Reused,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Selection Duration Seconds,Selection Scope,Split Seed,Target Metric,Training Seed,Uses Class Labels For Selection,Uses Validation For Selection
KCG,global_k_center_greedy,37.72033576823979,CIFAR10,True,squared_euclidean,0,main_global_kcg_cifar10_alexnet_all,none,0.5,1253,,1,seeded_random_global_instance,alexnet,True,0.5,CIFAR10_alexnet_KCG_accuracy_kp5000_seed1024,1024,20000,1.4091610461473465,global,42,accuracy,101024,False,False
