Algorithm,Candidate Type,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Generated Subsets,Model,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Selection Duration Seconds,Split Seed,Target Metric,Training Seed,Uses Validation For Selection
SRS,single_stratified_random_sample,CIFAR10,0,main_srs_cifar10_alexnet_kp25,0.25,,1,alexnet,0.25,CIFAR10_alexnet_SRS_accuracy_kp2500_seed42,42,10000,0.031018927693367004,42,accuracy,100042,False
