Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Improved Best,Initial Percentage,Model,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
RS,0.7974,1,1,random,CIFAR10,1,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.7974,True,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,1,42,accuracy,101024,0.7974,2,0.6008279411792755,14.475252714008093,10,0.6008279411792755,valid,0.7971250337247865,0.8083683568768656,0.7974,101024
RS,0.8081,2,2,random,CIFAR10,2,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.8081,True,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,2,42,accuracy,101024,0.8081,4,0.5931717338562011,14.445078040473163,10,0.5931717338562011,valid,0.8073630465167833,0.8088746909494997,0.8080999999999999,101024
RS,0.8081,2,2,random,CIFAR10,3,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.8058,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,3,42,accuracy,101024,0.8058,4,0.5906326736450195,14.26177155598998,10,0.5906326736450195,valid,0.8052431555794627,0.8078716864102604,0.8058,101024
RS,0.8081,2,2,random,CIFAR10,4,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.8041,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,4,42,accuracy,101024,0.8041,3,0.5951508804321289,14.39415548555553,10,0.5951508804321289,valid,0.8016502957911322,0.8054907186152764,0.8041,101024
RS,0.8081,2,2,random,CIFAR10,5,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.7979,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,5,42,accuracy,101024,0.7979,1,0.5895022030353546,14.5574970850721,10,0.5895022030353546,valid,0.7968441057859668,0.802037210089442,0.7979,101024
RS,0.8081,2,2,random,CIFAR10,6,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.8038,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,6,42,accuracy,101024,0.8038,3,0.585809851360321,14.324000115506351,10,0.585809851360321,valid,0.8032099954627683,0.8069279802126814,0.8038000000000001,101024
RS,0.8081,2,2,random,CIFAR10,7,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.7996,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,7,42,accuracy,101024,0.7996,2,0.5883007647037506,14.283717092126608,10,0.5883007647037506,valid,0.7990872902772256,0.8022566563752349,0.7996000000000001,101024
RS,0.8081,2,2,random,CIFAR10,8,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.8054,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,8,42,accuracy,101024,0.8054,2,0.5704429205417633,14.377050918526947,10,0.5704429205417633,valid,0.8049207015735945,0.8062799708334637,0.8054,101024
RS,0.8081,2,2,random,CIFAR10,9,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.7966,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,9,42,accuracy,101024,0.7966,1,0.5897482544898986,14.511503766290843,10,0.5897482544898986,valid,0.7961237161037061,0.8021271066573966,0.7966,101024
RS,0.8081,2,2,random,CIFAR10,10,prelim_features_cifar10_alexnet_RS_kp50,0.5,0.7923,False,0.5,alexnet,0.5,CIFAR10_alexnet_RS_accuracy_kp5000_seed1024,1024,20000,10,42,accuracy,101024,0.7923,1,0.5927689227104187,14.406297473236918,10,0.5927689227104187,valid,0.7926567735333203,0.7975462443536643,0.7923,101024
